0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19
0.0021738955	0.23642701	-1.0320274	-0.13076851	0.30789167	-0.65368974	-0.3414953	0.32882547	-0.26335979	1.1337117	1.5933046	-1.5560411	-0.8730013	1.0429782	-0.81453526	0.10523397	0.6305459	-1.6934694	-1.0593506	0.88106066
1.3541454	-1.0868946	0.25358468	-0.44921428	-0.015396165	-0.057835255	2.3011925	-0.611352	0.8764209	-0.113986015	-1.8458241	0.8113851	-0.57319516	-1.0694226	-0.03871032	0.45904577	0.6128019	-0.6375789	1.0119001	-1.6273694
0.5312433	0.7852903	-0.97540367	0.92096066	-0.5131951	-0.15764834	-0.4865999	-0.3987046	-1.523191	-0.94551337	0.6548703	2.7125118	-0.6625383	-1.1346208	0.3725362	1.353058	-0.211819	1.42662	-1.7936132	1.0416818
-2.0070066	-0.66941965	-1.8916963	1.2198617	-0.33117005	-0.34061414	0.75656587	-0.94655246	1.8827962	0.32163277	-0.91028357	-1.938405	0.56031984	-0.6336286	0.28678137	-0.44202515	-0.31897786	0.42410436	0.54019004	0.36453286
0.66098684	-0.09687578	-1.6515733	-2.2136807	0.8568066	0.10387858	-0.016262855	0.6894554	-0.44890538	0.0003549084	-0.0794822	0.037634388	-0.66808873	-0.3257587	1.9784111	0.936771	1.3941095	0.5679609	1.1052874	-0.5686672
1.2921307	-2.9263299	-0.5243936	-0.21815869	0.9030422	0.54514366	-0.6953373	0.12245337	0.5211228	-0.44763565	0.19124827	0.8929081	1.1543778	1.4577305	-0.012627322	-1.0423049	1.7204514	0.9782206	-0.5082348	1.0157675
0.83411634	0.26640245	-1.184233	0.2686951	0.51545656	-0.38368765	0.63233966	-0.41020626	-0.8971801	1.0106786	0.8730236	0.5728257	-0.30082822	-0.27049112	-0.41781053	0.5374393	0.46974027	-0.7422382	-0.41396725	0.9583274
1.5777768	1.0805007	-1.6035162	0.6971774	-1.439548	0.19327442	0.6150388	0.5962119	0.152019	0.7612343	-0.73690873	0.25377533	-0.5821395	-0.9398959	-1.7295489	1.0879256	-0.029880866	-0.99681693	0.20164013	0.3687641
0.8977826	0.7831981	1.7255709	-1.1962552	-0.29852033	-0.897323	-1.0323735	1.5445246	-1.1910022	-0.6088302	0.9794536	-0.85317004	-0.95656693	-0.4424896	-0.36644423	0.59619063	0.65815604	1.057074	1.0908431	-0.58016056
1.0767682	0.27449647	-0.6590893	0.31477645	0.863913	-1.3920796	-1.6319375	0.84132713	1.5310621	-2.8736422	1.0087668	-0.49493143	-0.22643536	0.65835935	1.0737929	0.045593575	-1.31728	-0.10381372	0.24750379	-0.44058323
0.4897242	2.4023488	0.17701155	-1.2518775	-1.2418989	1.1145886	-0.43723467	1.7753595	1.0831804	-2.221563	0.05858706	-0.0046066055	-0.44827524	0.6580657	-0.5053199	0.33277524	-0.43860567	-0.3024461	2.1403584	0.35402843
1.4154418	-1.7197131	0.7186547	-0.01980202	-0.29903695	-0.7435388	-0.5829728	-0.03431459	0.68145305	0.44787726	1.6255753	-1.1192315	-0.3760173	0.5794627	-0.09379932	-0.7366273	-0.91154104	0.883746	0.63014436	0.5593133
-1.8802902	1.0521307	-0.7236207	0.9647019	-0.055905487	0.4182765	-0.9009649	1.7277446	1.5503429	0.27310178	1.180743	0.34804788	-0.37562713	1.2726634	1.939593	-0.659208	0.049196042	-1.1968613	1.7595316	-0.11300835
-0.13318923	-0.45742536	-0.8599651	-1.1779591	0.36978465	0.7273884	0.14193934	-0.52364236	0.7461964	0.62109035	-1.3397216	1.34884	-1.0010548	0.83435595	-0.33455002	0.246505	1.0634996	-1.3723298	-0.83976835	-1.3304365
0.016307872	0.64235395	0.18864217	-0.15268727	0.25031212	0.4175057	-0.26414204	0.02881387	2.5007257	-0.040333908	0.45923543	0.069165386	1.018824	0.5791895	-0.8836297	1.01168	0.6120879	-0.24109693	0.4542046	0.051291544
-0.7615008	0.8329277	0.5438738	-0.1519883	-1.0987098	-1.5351626	1.3349242	0.8220696	1.0811567	-0.27196422	-0.42924917	0.06512058	-0.05769218	0.88706064	-0.6037878	-1.0925443	0.4097306	-0.92690116	-1.8309325	1.6284252
2.2647378	1.0553473	-0.06259198	-0.075340495	-1.2456089	-0.45493662	-0.9610617	0.28940248	-0.62256414	0.80695665	-0.8845575	-0.6291548	0.12763014	0.6418507	0.11307049	1.076149	0.34623823	0.90402126	-1.2743613	-2.0498862
0.97065824	-1.502366	-0.130132	1.3603265	-0.20540084	-0.8094718	0.6853275	0.04862304	-0.98428404	0.12917574	-0.45211765	1.0097786	1.8917387	-0.8103916	0.53036314	-0.26776528	-0.9346449	-1.0993862	0.032623034	-0.7480756
0.2604664	-1.1542302	-0.18934305	0.5102525	-1.8720881	0.11506813	-1.8620561	-0.31000593	-0.71566194	0.42552078	-0.48947617	-1.6422611	-0.07538849	0.82299215	1.1362901	1.0069624	-1.8407589	1.0171694	-1.2762675	0.027175035
1.0359145	-0.2668433	-0.61787546	0.053174157	-0.2366076	-0.61575264	0.15650158	-1.243492	0.23833212	1.9330233	-0.2850616	1.3008745	-0.693167	1.8709911	-0.4565246	1.1213726	0.48185843	0.6899543	-0.008991012	0.7773793
0.61503494	-0.14521134	0.38920605	0.30763745	-1.1719126	-0.009240338	0.99189484	-2.3625062	0.15043642	0.46832338	0.92811203	0.29285222	0.64181733	0.09890372	0.2972924	0.05530956	-0.72521687	-1.4006771	0.42179993	2.026007
0.28826314	0.015546423	1.6345763	-0.35114244	-0.9365633	-0.50037974	-1.6862845	1.2682277	0.41692188	-1.095948	-1.4380602	0.8661492	0.8017814	0.4076396	-1.0365546	1.9970677	0.32850507	-0.59763646	-1.062283	0.07746762
1.0664107	0.2782769	0.025471482	0.28867307	1.6618403	-1.6932663	0.2893178	0.16122441	0.4567431	-1.7487574	-0.17612	-0.49634597	0.092064835	0.063426	-0.43742678	-0.87453485	0.007965368	0.9653679	0.35853297	0.9523398
-0.46531168	0.031900894	0.67358214	-1.82463	0.08139285	-0.39967978	-0.5743943	0.91743153	-1.1474152	1.5044065	-0.26258305	1.4590961	-1.0564091	0.04601898	1.5280511	-0.67547005	-0.16165493	-1.0114572	0.044976957	-1.4895191
0.42090893	1.0010186	-1.3719453	0.67252475	1.5812415	0.19709943	-0.24641912	-0.16627711	0.0315601	0.08610591	-0.034417976	-0.09876164	0.25936028	1.3106753	0.9836173	-1.0293117	0.36350182	-0.38195252	-0.7923396	-0.09631722
0.45472288	0.89629555	0.009281629	-0.27435496	-0.73961735	0.45643964	0.5111213	0.7365843	-1.9465395	0.482347	0.8941896	0.4829124	-0.38021806	-1.5071242	1.4570572	-0.7747468	-0.5498122	-1.4857776	0.9136251	0.11422302
-1.7281775	-1.1817724	-1.7805387	0.58220065	-0.13489503	0.7662932	-1.3798313	0.8674104	-0.9176433	0.63207287	1.1402954	3.1418662	-1.2041564	0.06963529	0.124339856	-0.91473234	-0.15462314	-0.53552175	0.05528665	0.7440802
-0.94204086	1.7701873	-0.06606817	-1.4184587	0.5750219	-1.0986811	0.250867	-0.35551524	-0.2729759	-0.9798884	1.0383748	0.9348282	1.059838	-1.1838921	1.0133759	-1.3014712	0.3848705	0.37473175	0.9411075	-1.4332705
-0.36263204	-0.97597957	-0.22025524	-0.09459848	-0.3654212	-0.33164036	-1.2375059	0.02958051	-2.0714698	0.5228406	0.28357226	-0.1699062	0.5403147	1.3057419	1.2532125	1.1606146	0.48328182	0.75014925	-1.125788	-0.55582654
0.48303115	-1.886397	-0.13330077	-0.6072184	0.21104495	-0.34700868	0.1290578	-0.7284169	0.2885965	-0.20942898	1.2184083	-0.9013991	-1.4793358	-1.2576368	0.5297127	0.43368173	1.433233	-1.0428001	2.1168473	0.037359126
0.49762502	-0.06559134	-2.0797298	0.15757304	-0.7759484	-0.00028620928	-0.6958754	-1.1550316	0.83727795	-1.1018139	-0.37980855	0.8667227	0.82347447	0.6634919	-2.40574	0.8429487	-0.6625845	0.5352229	-0.20375052	-0.4364556
-1.4487712	1.2669456	1.0348921	-0.4074792	-0.276316	0.40718192	-0.23909715	-1.2084082	0.6999413	0.006744831	0.5877719	-0.3538855	-0.34577996	1.7538137	-0.40520096	-0.630934	-1.3859379	-0.10311283	0.3383464	-0.21104607
0.13391511	0.60432506	-0.40245217	0.25407493	0.74058	-0.73690474	1.0433075	0.287873	0.32633317	-1.9217539	-1.3583914	1.6224383	0.35090902	0.26832822	0.10659074	-0.097958304	0.53189313	-0.5854434	-0.7776405	-0.25915948
-0.032410596	-0.28325614	0.40001765	-0.47600713	-0.10408644	0.47458664	0.1820668	-0.07277609	-0.6321127	0.65584815	-0.47335404	0.11994418	1.3963565	1.048386	0.97000825	0.16295259	-0.053139977	0.8928668	-0.007434418	0.010515489
-0.9243344	-0.4306877	-0.09428342	0.8573163	-0.89689815	-2.1419039	0.09901231	0.3393274	-1.4640653	1.1030385	-0.99942577	-0.62387246	-1.3489789	-0.22839329	0.7767157	-2.6805723	1.518542	0.9309815	0.23210353	-1.8732729
-0.37971002	0.6894186	-0.6427643	-1.6034908	1.8378451	-0.85325664	0.1897695	-1.2508503	-0.14343382	-0.87877893	-1.4776845	-0.069128945	-0.9648989	1.2322897	0.7049228	-1.8355212	0.9626788	-0.5819462	1.7206589	-1.0201738
-0.72626746	0.48995304	0.09101322	0.9635275	0.8774147	0.115223154	-0.58589715	-0.18638416	0.41116986	0.97288346	1.9244819	0.47869456	0.6786433	-0.6965903	-0.9117356	-0.896507	-0.024916498	0.18043205	-1.5519551	-0.6936225
1.339929	-0.86647534	0.6715277	-1.5424358	-0.37577853	-0.3398593	-0.6781486	0.3018169	-0.38843617	-1.0115391	-0.9274271	-0.57215226	-0.6388012	0.37421274	-1.1404467	0.96898556	-0.10525673	-0.09606311	1.5355345	-0.45654684
1.7992016	0.35588244	1.3463179	0.7853094	1.0027171	-2.383633	2.0152638	-0.39337945	0.76396835	0.67476636	1.3413144	1.8705133	-2.4156206	0.27506375	1.0952736	1.1472774	0.14821903	-1.3624848	-0.2560917	0.45278823
0.73333037	-1.8182894	0.26925912	-1.434823	0.2660119	0.3110336	1.3877064	-0.6351458	0.23059362	-0.6409654	-0.7347703	-1.2637823	0.6524178	0.6815857	-0.20705654	-2.1477141	0.9086931	-0.51774365	-0.34164646	-0.42533508
1.110802	0.46941504	-0.28816268	-1.1204214	-0.06501075	-2.5922272	1.0078015	-0.08125163	0.4430816	0.5628402	-2.0270443	-0.52944195	0.04454568	0.14231884	-0.14418909	0.9209374	0.105938174	-0.36861685	-0.8802558	-0.8870827
-0.91118	0.61650664	-1.3731354	0.66787857	-0.08627981	-0.80230504	0.6060686	0.67428905	0.961443	-1.0414066	-1.4853275	0.30073148	0.49663594	1.3948452	0.39353904	-0.25456896	-1.9376174	1.0169904	-0.4330144	-0.6375329
-0.55974036	-0.561939	0.4637142	-1.7849485	1.6634383	0.50037855	-0.20718709	-1.058279	-0.3386504	0.9187902	-0.6629271	0.6559141	-1.5569153	0.8099549	1.0294722	-0.8916719	0.39502418	1.0450059	1.233387	0.7160679
0.6189685	0.85219264	0.57748497	-1.0040869	-0.22426485	1.25925	0.11056592	0.015968509	-0.6471322	0.26659814	0.00052702427	0.18928169	-0.7390324	0.8940758	0.8601974	-2.065222	-0.5430797	-0.58816415	-1.1373131	2.2913182
-1.0171318	0.31327268	-0.32174715	-0.4039375	-1.1935391	-0.27709156	-0.362524	-0.12423936	0.47931024	-0.3833144	0.40399343	2.7626128	1.6805806	-1.080233	1.2071037	1.2086874	1.8656676	1.4024107	1.5049064	0.030236665
-1.3274462	0.7308232	0.35894793	-1.6402898	-0.9604584	-0.1499856	0.9896161	0.38027912	1.9285009	-0.48200396	0.6347791	-0.4833432	-0.05239853	1.6796578	0.04048647	0.03424963	-0.8619497	-1.3841176	-0.9111212	0.7549165
-0.34217542	-2.0139232	-2.3884978	-0.7423405	1.4250118	-0.16700988	0.63336414	-0.007884853	0.7932837	-0.645081	0.26698202	-0.872621	-2.4839091	0.55032563	0.097001396	-0.48310742	-0.91095793	-1.6521499	0.75697786	0.085165426
1.2088772	-1.2460111	-0.12765735	0.31022978	-0.040477164	1.2110602	0.84736764	-0.77356243	-0.89422315	-0.36731067	0.9964951	0.17758541	0.50163895	0.8589586	1.8432624	0.08151342	0.8991815	-1.1548859	2.29803	1.5768468
-0.22880161	-0.9755007	0.3974897	-0.5937176	-0.9685078	0.12743863	-1.6103573	-1.6751143	-0.16181874	-1.0048025	-0.02475284	0.5521048	1.5690517	-1.1735843	0.5309767	-0.05461663	1.1031369	1.1028829	-0.96081865	-0.69340914
0.5463637	0.55512345	1.4246467	0.8657128	1.6875978	-0.89205486	-0.61535835	-0.7203213	-0.63231266	-1.3997718	0.4626088	-1.2786893	1.1845293	-0.7716066	0.6140219	2.9294155	0.6696528	0.155448	0.06846397	1.9919075
-0.8357985	-1.0948557	-0.83237785	-0.8307873	-0.7767076	-0.8801875	-0.09505268	1.2088324	-0.4884528	-0.35462153	0.4607291	-0.5847615	-1.3332249	-1.7823002	1.5424893	-0.75053376	-0.47748497	-0.5904724	-0.0792623	-0.944675
-0.24092975	-1.043359	0.5790757	0.967002	0.1796736	-2.0017455	-0.7619623	0.5707029	-0.47872224	-0.2969929	0.3120246	0.73351574	-0.7286887	1.382902	-0.20601706	-1.3069086	0.19329958	-0.07442727	-0.25144127	-0.09280473
-0.6997101	2.0044827	-0.94094545	2.0001268	1.6500912	0.252928	-2.0187755	0.9344323	0.09335298	-1.252374	-0.34695864	-0.19244142	-0.14129147	-0.40865657	0.95607054	-0.64733	0.14598373	0.2213746	-0.57080024	-0.9404425
1.132388	0.01904794	-1.174075	1.8015773	1.1330158	-0.23807223	-0.2200625	1.0718242	-0.41463196	-1.4041398	-0.033191707	0.97051626	-0.6584891	0.115566336	0.059147812	0.16574253	0.55017275	0.10072856	0.7112031	0.30783162
1.8582003	0.21277189	-1.6956943	-0.23076123	0.15566851	0.11499322	0.62031543	-0.60713255	-1.778398	-1.865113	-0.06985232	-0.13982621	-0.94467413	1.4603981	0.284928	-1.0476896	-0.33646375	-0.64904666	0.51081467	0.7675317
1.3005875	-0.4425746	0.4060504	0.95375806	2.2275484	-0.14937791	0.45437357	-0.7663615	-0.5364775	-1.0972803	-1.7372888	-0.43072173	-0.24515289	-0.78914857	-1.4231153	-0.5389311	-0.6146992	2.3724465	1.3540299	-0.3852068
-1.7101424	1.3990604	0.41592878	-0.60020375	0.07501799	-0.77473617	0.875623	0.27071515	-0.78374434	0.7555774	-0.6927726	0.16823994	0.05969747	0.9401565	-0.8138854	-0.4244797	-0.7441018	-2.5775917	0.82166654	0.6522225
-1.3382653	-0.6339159	0.55500513	0.36343813	-0.68427396	0.9735655	-0.5394728	1.3490033	1.3110259	0.62130934	0.53005993	0.45205295	0.7086298	-0.5607938	-1.4334731	-1.096011	2.1408732	0.08664088	1.9448037	-0.31355467
-1.619083	0.24766657	0.26674443	-1.2315813	0.6964076	0.6203501	-1.0951406	0.88087165	0.50973326	0.12998344	-0.17901441	1.1137453	-0.1068579	-0.025453106	0.56380355	0.15397789	0.37270445	1.247222	-1.7862062	-1.0168444
-1.8576456	0.23912676	-0.8706496	-0.58117527	-0.56392574	1.9192181	0.08456403	-1.084531	0.64665675	0.009585329	-0.5264851	-1.128956	-0.98557585	1.3588955	-0.057619944	-1.109384	0.1944598	-1.4074875	0.9563919	0.28796738
-1.1085839	-0.31944898	-0.7962	-0.37338307	-0.2539088	-0.12604047	-0.37744933	0.37857997	0.8933362	1.8768075	-0.2243827	-0.5647509	-1.1560851	1.1224188	-0.18953192	-0.69787234	-1.0838344	0.55764854	-1.2363428	-0.5226787
0.9172373	-0.8100124	-3.088433	0.43955803	-0.04290496	1.4812896	-0.309866	-0.40750697	0.970891	-0.7252546	0.24847461	1.8635665	0.29186696	0.91156876	1.7146564	0.31517103	2.4029207	0.6735389	0.100752115	0.11833075
-0.31948027	0.7497416	-0.18805583	-0.9090808	-0.34104332	-1.7579396	0.22405238	0.18541014	0.09776383	-1.6045368	2.1500275	1.0533105	-0.18625632	0.31400713	-1.0760741	0.81528443	0.9244036	-0.39148226	-1.0537268	-0.7426109
0.8084033	0.48819935	-1.2655694	0.7883257	0.39634916	1.7424743	-0.2626804	0.6220952	1.8687785	-0.37994298	0.25458002	0.3238295	0.18602343	0.3027432	1.4849615	0.82369137	-1.7872488	0.14669234	-0.7130833	-0.038036637
0.18382585	0.39976737	-1.0387586	0.24537794	0.28695565	0.7949406	0.69510263	-0.35946575	0.17810194	0.059730347	0.50029653	0.08004476	-1.2508456	0.54140157	-1.5548499	-1.901686	-0.90691173	-0.5445178	0.2494436	0.081735864
0.18005219	0.47808015	0.7785198	0.62317187	-1.3228384	-0.33547696	1.1250579	-0.48558292	-1.0474466	1.0196984	1.7387652	0.21624511	-0.010746366	0.20664042	0.26907426	-2.122106	0.20074211	0.45343566	-0.98218465	-0.103778705
0.67945886	-1.126858	0.15403801	-0.25745857	-1.9523011	0.6389185	1.3576378	1.7871357	-0.17518817	0.080737844	-0.4864887	0.575013	0.14658135	-0.05233519	-0.5731859	0.8738036	0.83928186	-1.0857494	0.42296547	-1.69681
-1.1925162	-1.8264581	-1.1795605	1.4305217	-2.5407176	-1.0712687	-0.4976764	0.21665743	-0.48360208	-0.25022417	-0.18635303	-0.46574283	0.96197265	0.40309146	-0.4619964	-0.49299705	-0.014018778	0.25355008	-0.56148595	0.105327606
-0.043133885	-0.85389376	0.7765124	2.8899972	0.15893535	0.48432174	0.747119	-0.85240626	0.12084009	1.2687316	0.6488715	-1.8256136	-0.44701546	0.13629158	1.0978036	0.23330979	-1.5305045	-0.14115089	-0.77606076	0.36799917
0.99823844	0.29389957	0.4812369	-1.0126185	0.24510603	-1.1330725	1.20802	-0.76326054	0.7123612	0.41679856	-0.7495079	1.0245034	-0.3703305	-0.73891526	-1.2867372	1.2074958	0.7675378	-1.4060457	-0.6067138	0.2198879
-0.7766828	-0.74042934	-1.6919072	-0.8810704	-0.26298955	0.4409811	0.59937745	-1.4752544	0.29936528	-0.98421586	0.21991253	-1.0083897	1.148455	0.60030586	-0.81381935	0.761133	-1.4165483	0.59302866	0.5577188	0.40506402
1.0408679	0.17884894	0.40532196	1.2513298	0.30443197	3.3260224	0.51467633	0.47472897	0.6359393	-0.1597508	-0.8948211	0.5984081	1.1540794	0.9645062	0.48805308	0.13551271	0.19463353	-0.2898414	-0.7357233	-0.28729972
-1.3472391	0.3293187	-0.26813984	-0.18734497	-0.8651657	-0.058941644	-0.060947947	0.24688844	-0.9063698	-1.6458374	0.30816418	0.47846046	0.09876261	0.40697247	-0.0046365615	-1.2151593	0.80091536	0.18132217	-1.4362953	-1.7214222
-0.19543052	0.90164226	-0.14439788	1.2607492	-0.62193793	1.3966614	0.13858244	-0.23125313	-1.296436	0.5966185	-0.04989318	-1.3886112	-0.52044404	-0.3210593	-0.5292574	-0.12566677	0.17192952	-0.96362704	1.4879234	-1.1294484
-0.5957704	-0.14914358	1.6629974	1.3987368	-0.7127062	-1.2995696	1.5772067	0.7513872	-0.8471718	1.3232914	0.43884313	0.45834273	0.10880599	0.8007445	0.14873369	-0.45456746	-0.68531406	-2.0828075	-2.3234985	-0.76101834
1.5323625	0.67629015	-1.7358197	-0.3711729	0.4901347	-2.4577627	1.1485881	0.37758467	0.3086783	2.3734999	-0.7424254	-1.2411147	0.94102144	-0.97418517	-0.46382937	-0.927516	0.23300424	-0.7915389	0.055154704	0.53052104
0.55379665	-2.1447716	0.9727611	1.1422805	-0.08583623	1.2353085	1.242462	-0.7611558	0.10595364	0.9962576	-0.88345605	0.81641614	-0.65878135	1.7824894	0.60740256	0.67085433	0.07567581	-0.25588968	0.16577962	-0.9513395
1.5559664	-0.62306315	0.72515506	-1.8706886	-1.0930862	-0.15897642	-0.03355036	0.06941168	0.07253909	-1.3292571	-0.6752522	-1.7683517	-0.13513605	-0.42715538	0.38966194	-0.65498084	-0.2820314	0.558445	0.63278306	1.2491937
-1.8395846	1.799581	0.5427108	-1.1502906	0.08229473	-0.46043938	0.08315843	0.12977463	0.90492237	2.6284873	1.4113573	1.2787169	-1.7828681	-1.3080047	1.6357563	-0.3411935	0.83625215	1.1342968	0.5774034	-0.26984495
0.94085443	-0.21938635	0.07952155	-0.19637966	1.1636797	1.288692	-0.7850083	-0.21567681	-2.6403954	-0.65752596	-0.90489733	-0.42046824	0.87451625	0.088662975	1.5495257	1.4762645	-0.2753715	-1.1351562	0.20958805	1.2582475
0.93882996	-0.5453239	-0.41796154	0.26377344	2.6947708	-0.2501852	-0.18499568	-0.14830436	0.7043122	-0.3619739	0.4428092	0.6203643	-0.30678895	0.86461455	-1.0020378	-1.0029533	0.58543366	-1.9099971	-1.180594	1.4435532
-1.4516666	0.13525662	-0.91952896	-0.6695495	0.31075218	0.29041445	-0.21078359	2.3477685	-0.58270836	0.55931216	1.5901299	1.0792981	0.109596506	0.19429721	-1.0281246	-0.18382697	0.4615775	1.6882702	-0.89895386	-0.63510334
-0.6852388	-0.06520469	-0.24294983	-0.5760752	1.4587374	-0.42083415	-0.16705988	0.79540783	-2.0899477	0.74877423	0.8839376	-0.037461657	-0.18304722	-1.3490826	0.15074854	-0.025915254	0.18270484	-0.49966696	0.82594013	0.01827024
-0.088219225	-0.24132074	0.85581166	-0.30749682	-0.58782876	1.0783349	0.8665044	-0.15291594	1.1134539	1.2404026	-1.8360654	1.678524	-0.40563482	2.793702	0.62124693	0.43019998	0.7736799	0.38330305	-0.3535316	-1.3343663
0.32078707	-1.0934149	-1.4546902	0.25890276	0.7667496	-0.014436708	-0.2657456	0.7834446	-1.6095344	0.8620395	1.365475	1.270339	1.4286673	-2.2765381	-1.6848403	0.17136088	0.011029231	-0.31968963	-1.077663	0.04658897
0.31111777	0.856592	1.5148895	2.7704751	-0.9800871	0.019138949	-0.8304104	-1.8740207	0.1680159	0.79612666	0.76125365	-0.10723962	-0.39886823	1.5355636	0.041685652	0.34431177	1.0136749	-1.5496886	0.17979221	1.0357866
0.7030231	1.5145692	0.22609444	0.53172237	0.749301	-1.1412362	-0.6951456	0.4268537	-2.6520226	-0.16914704	1.1031624	0.124555156	0.3084527	-1.6619017	-1.708367	0.29218954	-1.2246281	0.91221476	-0.44056785	1.3674426
0.20904364	0.9046931	0.3089251	1.5780345	-0.33700377	-0.42346513	-1.5964191	0.5820304	-1.3466636	-1.1804355	0.8262212	0.26823902	-0.7309449	-0.39113235	-1.1878664	-1.2295543	-0.27600604	-1.7219881	0.98507655	0.13857932
0.5237752	-1.7808489	-0.9610879	0.1835602	0.79430246	-0.96989733	-0.42284203	-0.49575394	-0.49378562	-2.563381	0.07300563	-0.6151491	-0.2922818	0.02808996	-0.57639414	0.37792397	0.31589204	-0.034056365	0.70761925	1.3045269
-0.81955177	-1.0752559	0.010908267	1.7390008	2.7693248	0.73311156	0.63568604	-0.78378814	-1.39172	1.0739925	0.85162306	-1.2922268	2.286639	0.4233954	-0.120552905	-0.40423355	1.6964905	-0.17633659	0.6988615	-2.1296844
1.8111079	-0.035918765	-0.3114439	-1.8949021	0.17191617	1.7042038	-0.18912064	0.12596673	-0.10373914	-0.27166164	0.002532537	0.3415209	-0.26697707	0.04999625	-0.75999653	0.16079926	0.32212687	-0.9796466	0.7030896	0.5853877
1.6832534	-2.2722876	2.3006513	0.3945356	0.2802236	-0.5569255	-1.3516505	1.8531528	0.09330804	0.61304027	0.16336344	-0.50371295	0.35933068	0.0007305689	1.4503504	-1.5212781	0.12894778	1.5118042	-1.9059825	-0.8113575
1.0363778	1.1295154	0.6981277	-0.15631515	-0.8216174	0.33587047	0.25575936	1.192504	1.492117	0.33902165	-0.51877105	-2.5211232	0.56134933	1.9172142	-1.0950764	0.02537225	1.7722911	-0.29831514	1.0096776	-0.15753248
-0.00051689823	-0.13482383	-0.25450623	-0.068873025	0.73199165	0.3237702	1.0893346	-0.40284583	1.5413274	0.75474906	-1.2362405	0.99254316	-0.44432372	0.36175913	-0.76309264	0.19573887	0.8326689	-0.6631669	0.70729923	1.7012022
-0.21990785	0.59683955	-0.0580661	-0.25491908	0.17992081	-0.51036364	-0.7559607	1.660674	-0.16913873	0.9409765	2.1136303	0.61003685	1.5178146	0.8038394	-1.0427723	0.90447736	0.4765805	0.20688774	-0.46279648	0.30301806
-1.1283723	0.120775655	1.4113749	0.11978693	-0.29525584	-0.6647469	1.9803841	-0.26139218	0.87418336	1.8020108	-1.4033307	0.47639635	0.12676588	0.8023269	-1.171296	-0.6854555	-1.1608124	0.38926464	0.65108615	0.71649563
0.04565609	-0.42133695	0.52325	0.3537163	-0.14815931	2.2277286	-0.7912871	0.6082878	0.14500193	-0.41791975	-0.79711425	0.32604834	0.39370593	0.0012280291	-0.7297553	0.815077	0.32618406	0.5815933	-0.4425229	0.466524
